Station Name;Reference Station;Longitude;Latitude;Timezone;Hmin (High Tide Time Add);Hmpy (High Tide Level Multiply);Hoff (High Tide Level Add);Lmin (Low Tide Time Add);Lmpy (Low Tide Level Multiply);Loff (Low Tide Level Add);HW1_Zeit;HW1_Stand;HW2_Zeit;HW2_Stand;NW1_Zeit;NW1_Stand;NW2_Zeit;NW2_Stand
Admiralty Bay, South Shetlands;Pictou, Nova Scotia;-58,4;-62,05;0:0;529;1;0;545;1;0;14:25;1,42;02:22;1,66;20:11;0,94;;
Ahipara Bay, New Zealand;Port Taranaki, New Zealand;173,1167;-35,1667;0:0;15;1,03;0;15;1,03;0;06:24;2,76;18:51;2,83;12:39;1,16;;
Akaroa, New Zealand;Lyttelton, New Zealand;172,9167;-43,8;0:0;45;1,11;0;40;1,11;0;01:39;2,40;14:04;2,39;07:46;0,75;20:15;0,69
Akaroa, New Zealand(2);Lyttelton, New Zealand;172,9167;-43,8;0:0;45;1,11;0;40;1,11;0;01:39;2,40;14:04;2,39;07:46;0,75;20:15;0,69
Alberton, Prince Edward Island (2);Pictou, Nova Scotia;-64,05;46,8167;0:0;-267;1;-0,2;-250;1;0;01:09;1,22;13:06;1,46;06:56;0,94;;
Amherst Harbour, Magdalen Islands, Gulf of St. Lawrence, Québec;Pictou, Nova Scotia;-61,8333;47,2333;0:0;-65;0,52;0;-67;0,56;0;04:31;0,74;16:28;0,86;09:59;0,53;;
Amherst Point, Cumberland Basin, Nova Scotia;Saint John, New Brunswick;-64,2833;45,8333;0:0;33;1,69;0;45;1,54;0;08:06;12,13;20:34;11,75;02:03;2,66;14:36;2,57
Angmagssalik (Kulusuk), Greenland;Harrington Harbour, Québec;-37,15;65,6;0:0;-480;1,71;0;-470;1,71;0;23:05;2,68;11:09;2,41;16:37;1,23;05:34;1,42
Aningaq, Rifkol, Greenland;Harrington Harbour, Québec;-53,8333;67,9167;0:0;-162;1;0,1;-162;1;0;04:23;1,67;16:27;1,51;21:45;0,72;10:42;0,83
Anita Bay, New Zealand;Westport, New Zealand;167,8;-44,5833;0:0;30;0,68;0;30;0,68;0;07:44;1,74;20:12;1,80;01:30;0,67;13:57;0,71
Annapolis Royal, Annapolis River, Nova Scotia;Saint John, New Brunswick;-65,5;44,75;0:0;6;1;0,2;10;1;0;07:39;7,38;20:07;7,15;01:28;1,73;14:01;1,67
Antigonish Harbour, Nova Scotia (2);Pictou, Nova Scotia;-61,8833;45,6667;0:0;9;1;-0,1;17;1;0;05:45;1,32;17:42;1,56;11:23;0,94;;
Aotea Harbour, New Zealand;Port Taranaki, New Zealand;174,8333;-38;0:0;4;1,06;0;4;1,06;0;06:13;2,84;18:40;2,92;12:28;1,20;;
Arichat, Nova Scotia (2);Halifax, Nova Scotia;-61,0333;45,5167;0:0;25;1;0;14;1;0;04:03;1,61;16:41;1,44;10:43;0,46;22:44;0,57
Ariege Bay, Newfoundland;Halifax, Nova Scotia;-56;51,1667;0:0;-64;1;-0,2;-64;1;-0,1;02:34;1,41;15:12;1,24;09:25;0,36;21:26;0,47
Ashe Inlet, Big Island, Nunavut (2);Saint John, New Brunswick;-70,5833;62,55;0:0;-166;1;0,4;-163;1;0,2;04:47;7,58;17:15;7,35;22:35;1,93;11:08;1,87
Assistance Bay, Barrow Strait, Nunavut;Harrington Harbour, Québec;-94,25;74,6167;0:0;176;1;0;177;1;0;10:01;1,57;22:05;1,41;03:24;0,72;16:21;0,83
Astrolabe Road, New Zealand;Nelson, New Zealand;173,05;-40,9667;0:0;20;1,31;0;20;1,31;0;06:14;4,39;18:53;4,48;12:33;1,93;;
Astrolabe Road, New Zealand(2);Nelson, New Zealand;173,05;-40,9667;0:0;20;1,31;0;20;1,31;0;06:14;4,39;18:53;4,48;12:33;1,93;;
Auckland Island (Carnley Harbour), New Zealand;Bluff, New Zealand;165,0833;-50,8667;0:0;36;0,47;0;43;0,47;0;11:32;1,15;23:58;1,17;05:19;0,49;17:49;0,51
Auckland Island (Carnley Harbour), New Zealand(2);Bluff, New Zealand;165,0833;-50,8667;0:0;36;0,47;0;43;0,47;0;11:32;1,15;23:58;1,17;05:19;0,49;17:49;0,51
Auld Cove, Nova Scotia (2);Pictou, Nova Scotia;-61,4333;45,65;0:0;27;0,62;0,1;33;0,62;0,1;06:03;0,98;18:00;1,13;11:39;0,68;;
Back Bay, Letite Harbour, New Brunswick (2);Saint John, New Brunswick;-66,8667;45,05;0:0;0;1;-0,3;3;1;0;07:33;6,88;20:01;6,65;01:21;1,73;13:54;1,67
Barrington Passage, Nova Scotia (2);Halifax, Nova Scotia;-65,6;43,5333;0:0;51;1;0,1;30;1;0;04:29;1,71;17:07;1,54;10:59;0,46;23:00;0,57
Bathurst, New Brunswick (2);Pictou, Nova Scotia;-65,65;47,6167;0:0;364;1;0;410;1;-0,1;11:40;1,42;23:37;1,66;17:56;0,84;;
Battle Harbour, Labrador (2);Halifax, Nova Scotia;-55,6;52,2667;0:0;-93;1;-0,2;-120;1;0;02:05;1,41;14:43;1,24;08:29;0,46;20:30;0,57
Beechy Island, Barrow Strait, Nunavut (2);Harrington Harbour, Québec;-91,9;74,7167;0:0;150;1;0,1;155;1;0;09:35;1,67;21:39;1,51;03:02;0,72;15:59;0,83
Belleoram, Newfoundland (2);Argentia, Newfoundland;-55,4167;47,5333;0:0;57;0,67;0;57;0,67;0;05:07;1,25;17:31;1,16;11:29;0,56;23:16;0,59
Betchewun Harbour, Québec;Harrington Harbour, Québec;-63,1833;50,2333;0:0;129;1;0;133;1;0;09:14;1,57;21:18;1,41;02:40;0,72;15:37;0,83
Blanket Bay, New Zealand;Westport, New Zealand;166,9833;-45,3;0:0;77;0,68;0;68;0,68;0;08:31;1,74;20:59;1,80;02:08;0,67;14:35;0,71
Bligh Sound, New Zealand;Westport, New Zealand;167,5333;-44,8833;0:0;60;0,62;0;60;0,62;0;08:14;1,59;20:42;1,64;02:00;0,61;14:27;0,65
Blomsterbugten, Greenland;Harrington Harbour, Québec;-25,2833;73,35;0:0;-795;1;0;-807;1;0;17:50;1,57;05:54;1,41;11:00;0,72;23:57;0,83
Bradore Bay, Québec;Harrington Harbour, Québec;-57,25;51,4667;0:0;35;1;0;30;1;0;07:40;1,57;19:44;1,41;00:57;0,72;13:54;0,83
Bridgewater, La Have River, Nova Scotia;Halifax, Nova Scotia;-64,5167;44,3833;0:0;9;1;0;6;1;0;03:47;1,61;16:25;1,44;10:35;0,46;22:36;0,57
Bruce Bay, New Zealand;Westport, New Zealand;169,6;-43,5833;0:0;20;0,68;0;20;0,68;0;07:34;1,74;20:02;1,80;01:20;0,67;13:47;0,71
Burntcoat Head, Nova Scotia (3);Saint John, New Brunswick;-63,8167;45,3;0:0;66;1,89;0;72;2,18;0;08:39;13,57;21:07;13,14;02:30;3,77;15:03;3,64
Button Islands, Labrador;Saint John, New Brunswick;-64,7333;60,6167;0:0;-188;1;-0,9;-188;1;0;04:25;6,28;16:53;6,05;22:10;1,73;10:43;1,67
Camp Lloyd, Sondre Stromfjord, Greenland;Argentia, Newfoundland;-50,95;66,9667;0:0;111;1;0,1;141;1;-0,1;06:01;1,96;18:25;1,83;12:53;0,73;00:40;0,78
Camp Michigan, Maligiak Fjord, Greenland;Argentia, Newfoundland;-52,6167;66,9333;0:0;52;1;0,2;20;1;0;05:02;2,06;17:26;1,93;10:52;0,83;22:39;0,88
Campbell Island (Perseverance Harbour), New Zealand;Bluff, New Zealand;169,2167;-52,55;0:0;13;0,47;0;20;0,47;0;11:09;1,15;23:35;1,17;04:56;0,49;17:26;0,51
Campbell Island (Perseverance Harbour), New Zealand(2);Bluff, New Zealand;169,2167;-52,55;0:0;13;0,47;0;20;0,47;0;11:09;1,15;23:35;1,17;04:56;0,49;17:26;0,51
Campbellton, New Brunswick (2);Pictou, Nova Scotia;-66,6667;48,0167;0:0;364;1;0,3;400;1;0;11:40;1,72;23:37;1,96;17:46;0,94;;
Canso Harbour, Nova Scotia (2);Halifax, Nova Scotia;-61;45,35;0:0;5;1;-0,1;4;1;0;03:43;1,51;16:21;1,34;10:33;0,46;22:34;0,57
Cap Chat, Québec (2);Harrington Harbour, Québec;-66,75;49,1;0:0;257;1;0,4;261;1;0,1;11:22;1,97;23:26;1,81;04:48;0,82;17:45;0,93
Cape Adair, Nunavut;Halifax, Nova Scotia;-71,5;71,55;0:0;186;1;0;186;1;-0,1;06:44;1,61;19:22;1,44;13:35;0,36;01:36;0,47
Cape Bear, Prince Edward Island;Pictou, Nova Scotia;-62,45;46;0:0;42;1;0;40;1;0;06:18;1,42;18:15;1,66;11:46;0,94;;
Cape Borgen, Greenland;Harrington Harbour, Québec;-18,0833;75,4333;0:0;-724;0,8;0;-723;0,81;0;19:01;1,26;07:05;1,13;12:24;0,58;01:21;0,67
Cape Campbell, New Zealand;Lyttelton, New Zealand;174,25;-41,7333;0:0;50;0,76;0;50;0,76;0;01:44;1,64;14:09;1,63;07:56;0,52;20:25;0,47
Cape Campbell, New Zealand(2);Lyttelton, New Zealand;174,25;-41,7333;0:0;50;0,76;0;50;0,76;0;01:44;1,64;14:09;1,63;07:56;0,52;20:25;0,47
Cape Dyer, Baffin Island, Nunavut (2);Saint John, New Brunswick;-61,6667;66,5667;0:0;-379;0,31;0;-381;0,44;0;01:14;2,23;13:42;2,15;18:57;0,76;07:30;0,73
Cape George, Nova Scotia;Pictou, Nova Scotia;-61,8833;45,8833;0:0;54;1;-0,1;51;1;0;06:30;1,32;18:27;1,56;11:57;0,94;;
Cape Hewett, Nunavut;Halifax, Nova Scotia;-67,7833;70,2667;0:0;176;1;0;176;1;0;06:34;1,61;19:12;1,44;13:25;0,46;01:26;0,57
Cape Hooper, Baffin Island, Nunavut (2);Pictou, Nova Scotia;-66,75;68,3833;0:0;-352;0,46;0;-341;0,43;0;23:44;0,65;11:41;0,76;05:25;0,40;;
Cape Jack, Nova Scotia (2);Pictou, Nova Scotia;-61,55;45,7;0:0;-71;1;-0,1;-78;1;0;04:25;1,32;16:22;1,56;09:48;0,94;;
Cape Lawrence, Ellesmere Island, Nunavut;Halifax, Nova Scotia;-69,25;80,35;0:0;226;1;0;220;1;-0,1;07:24;1,61;20:02;1,44;14:09;0,36;02:10;0,47
Cape Maria van Diemen, New Zealand;Port Taranaki, New Zealand;172,6333;-34,4833;0:0;35;0,67;0;35;0,67;0;06:44;1,80;19:11;1,84;12:59;0,76;;
Cape Palliser, New Zealand;Wellington, New Zealand;175,2833;-41,6167;0:0;10;1,2;0;10;1,2;0;01:24;1,91;13:47;1,91;07:41;0,77;19:59;0,78
Cape Palliser, New Zealand(2);Wellington, New Zealand;175,2833;-41,6167;0:0;10;1,2;0;10;1,2;0;01:24;1,91;13:47;1,91;07:41;0,77;19:59;0,78
Cape Tormentine, New Brunswick (2);Pictou, Nova Scotia;-63,7833;46,1333;0:0;41;1;0,1;63;1;0;06:17;1,52;18:14;1,76;12:09;0,94;;
Caraquet Harbour, New Brunswick (2);Pictou, Nova Scotia;-64,9333;47,8;0:0;349;1;-0,1;350;1;-0,1;11:25;1,32;23:22;1,56;16:56;0,84;;
Carleton Point, Québec;Pictou, Nova Scotia;-66,1167;48,0833;0:0;331;1;0;336;1;0;11:07;1,42;23:04;1,66;16:42;0,94;;
Cartwright Harbour, Labrador (2);Halifax, Nova Scotia;-57,0333;53,7;0:0;33;1;-0,1;-64;1;0;04:11;1,51;16:49;1,34;09:25;0,46;21:26;0,57
Castlepoint, New Zealand;Wellington, New Zealand;176,2167;-40,9167;0:0;15;1,2;0;15;1,2;0;01:29;1,91;13:52;1,91;07:46;0,77;20:04;0,78
Castlepoint, New Zealand(2);Wellington, New Zealand;176,2167;-40,9167;0:0;15;1,2;0;15;1,2;0;01:29;1,91;13:52;1,91;07:46;0,77;20:04;0,78
Castors Harbour, St. John Bay, Newfoundland;Harrington Harbour, Québec;-56,9833;50,9167;0:0;20;0,77;0;20;0,75;0;07:25;1,21;19:29;1,09;00:47;0,54;13:44;0,62
Catherine Cove, New Zealand;Nelson, New Zealand;173,8833;-40,8667;0:0;52;0,62;0;24;0,62;0;06:46;2,08;19:25;2,12;12:37;0,91;;
Catherine Cove, New Zealand(2);Nelson, New Zealand;173,8833;-40,8667;0:0;52;0,62;0;24;0,62;0;06:46;2,08;19:25;2,12;12:37;0,91;;
Cawée Islands, Québec;Harrington Harbour, Québec;-67;49,8333;0:0;241;1;0,3;247;1;0;11:06;1,87;23:10;1,71;04:34;0,72;17:31;0,83
Charles Sound, New Zealand;Westport, New Zealand;167,1;-45,0833;0:0;46;0,86;0;42;0,86;0;08:00;2,20;20:28;2,27;01:42;0,85;14:09;0,90
Charlottetown, Prince Edward Island (2);Pictou, Nova Scotia;-63,1333;46,2167;0:0;33;1;0,2;42;1;0;06:09;1,62;18:06;1,86;11:48;0,94;;
Chateau Bay, Strait of Bell Isle, Labrador;Harrington Harbour, Québec;-55,8333;52;0:0;-218;0,68;0;-229;0,81;0;03:27;1,07;15:31;0,96;20:38;0,58;09:35;0,67
Chester, Mahone Bay, Nova Scotia;Halifax, Nova Scotia;-64,3;44,5667;0:0;-1;1;0;4;1;0;03:37;1,61;16:15;1,44;10:33;0,46;22:34;0,57
Chesterfield Inlet, Nunavut (2);Saint John, New Brunswick;-90,7;63,3333;0:0;-377;1;-1,2;-380;1;0;01:16;5,98;13:44;5,75;18:58;1,73;07:31;1,67
Cheticamp, Nova Scotia (2);Pictou, Nova Scotia;-61,0333;46,6167;0:0;-83;0,56;0;-80;0,74;0;04:13;0,80;16:10;0,93;09:46;0,70;;
Churchill, Manitoba (2);Saint John, New Brunswick;-94,2;58,7833;0:0;-145;1;-1,1;-156;1;-0,1;05:08;6,08;17:36;5,85;22:42;1,63;11:15;1,57
Clearwater Fiord, Cumberland Sound, Nunavut (2);Saint John, New Brunswick;-67,3333;66,6;0:0;-336;1;-0,5;-338;1;0;01:57;6,68;14:25;6,45;19:40;1,73;08:13;1,67
Codroy Road, Newfoundland;Harrington Harbour, Québec;-59,4;47,8833;0:0;-112;0,74;0;-117;0,75;0;05:13;1,16;17:17;1,04;22:30;0,54;11:27;0,62
Colac Bay, New Zealand;Bluff, New Zealand;167,9;-46,3667;0:0;44;1;0;39;1;0;11:40;2,45;00:06;2,48;05:15;1,04;17:45;1,09
Colac Bay, New Zealand(2);Bluff, New Zealand;167,9;-46,3667;0:0;44;1;0;39;1;0;11:40;2,45;00:06;2,48;05:15;1,04;17:45;1,09
Collingwood, New Zealand;Nelson, New Zealand;172,6667;-40,6667;0:0;25;1,2;0;25;1,2;0;06:19;4,02;18:58;4,10;12:38;1,76;;
Collingwood, New Zealand(2);Nelson, New Zealand;172,6667;-40,6667;0:0;25;1,2;0;25;1,2;0;06:19;4,02;18:58;4,10;12:38;1,76;;
Comfort Bight, Labrador;Halifax, Nova Scotia;-55,7667;53,15;0:0;-62;1;-0,1;-93;1;-0,1;02:36;1,51;15:14;1,34;08:56;0,36;20:57;0,47
Connoire Bay, Newfoundland;Argentia, Newfoundland;-57,9;47,6667;0:0;50;0,58;0;50;0,58;0;05:00;1,08;17:24;1,00;11:22;0,48;23:09;0,51
Coral Harbour, Southampton Island, Nunavut (2);Saint John, New Brunswick;-83,1667;64,1333;0:0;95;1;-1,4;124;1;-0,1;09:08;5,78;21:36;5,55;03:22;1,63;15:55;1,57
Cornwallis, New Zealand;Onehunga, New Zealand;174,6;-37;0:0;20;0,88;0;11;0,88;0;07:11;2,84;19:38;2,93;00:48;1,09;13:11;1,18
Coromandel Harbour, New Zealand;Auckland, New Zealand;175,45;-36,7833;0:0;16;0,85;0;6;0,85;0;03:52;2,39;16:12;2,46;09:44;0,81;22:13;0,73
Croiselles, South Island, New Zealand;Nelson, New Zealand;173,7;-41,0833;0:0;15;1,11;0;15;1,11;0;06:09;3,72;18:48;3,80;12:28;1,63;;
Croiselles, South Island, New Zealand(2);Nelson, New Zealand;173,7;-41,0833;0:0;15;1,11;0;15;1,11;0;06:09;3,72;18:48;3,80;12:28;1,63;;
Curlew Harbour, Labrador;Halifax, Nova Scotia;-56,55;53,75;0:0;37;1;-0,1;-68;1;0;04:15;1,51;16:53;1,34;09:21;0,46;21:22;0,57
Dairy Factory Wharf, New Zealand;Whangarei, New Zealand;173,2667;-35,05;0:0;83;0,86;0;63;0,86;0;05:34;2,28;17:56;2,37;11:01;0,91;23:36;0,82
Dairy Factory Wharf, New Zealand(2);Whangarei, New Zealand;173,2667;-35,05;0:0;83;0,86;0;63;0,86;0;05:34;2,28;17:56;2,37;11:01;0,91;23:36;0,82
Dalhousie, New Brunswick (2);Pictou, Nova Scotia;-66,3667;48,0667;0:0;342;1;0,2;352;1;0;11:18;1,62;23:15;1,86;16:58;0,94;;
Danmarks Havn, Greenland;Harrington Harbour, Québec;-18,7667;76,7667;0:0;-821;1;0;-812;1;0;17:24;1,57;05:28;1,41;10:55;0,72;23:52;0,83
Danmarks Island, Scoresby Sound, Greenland;Harrington Harbour, Québec;-26,2;70,45;0:0;-885;0,62;0;-885;0,62;0;16:20;0,97;04:24;0,87;09:42;0,45;22:39;0,51
Deep Cove, New Zealand;Westport, New Zealand;167,15;-45,4667;0:0;72;0,68;0;70;0,68;0;08:26;1,74;20:54;1,80;02:10;0,67;14:37;0,71
Diana Bay, Québec (2);Saint John, New Brunswick;-70,0667;60,8667;0:0;-180;1;0,2;-183;1;0,3;04:33;7,38;17:01;7,15;22:15;2,03;10:48;1,97
Digby, Annapolis Basin, Nova Scotia (2);Saint John, New Brunswick;-65,75;44,6333;0:0;9;1;0;7;1;0;07:42;7,18;20:10;6,95;01:25;1,73;13:58;1,67
Digges Harbour, Nunavut (2);Saint John, New Brunswick;-77,7;62,5;0:0;-71;0,38;0;-65;0,62;0;06:22;2,73;18:50;2,64;00:13;1,07;12:46;1,04
Doves Bay, New Zealand;Marsden Point, New Zealand;174,0333;-35,2;0:0;6;0,85;0;2;0,85;0;03:55;1,93;16:11;2,03;09:51;0,75;22:25;0,64
East Cape, New Zealand;Tauranga, New Zealand;178,55;-37,6833;0:0;45;1;0;41;1;0;04:22;1,56;16:43;1,62;10:17;0,45;22:51;0,37
Eclipse Harbour, Labrador;Halifax, Nova Scotia;-64,15;59,8;0:0;5;1;-0,2;28;1;-0,1;03:43;1,41;16:21;1,24;10:57;0,36;22:58;0,47
Elaine Bay, New Zealand;Nelson, New Zealand;173,7667;-41,05;0:0;38;0,62;0;45;0,62;0;06:32;2,08;19:11;2,12;12:58;0,91;;
Elaine Bay, New Zealand(2);Nelson, New Zealand;173,7667;-41,05;0:0;38;0,62;0;45;0,62;0;06:32;2,08;19:11;2,12;12:58;0,91;;
Ellis Bay, Québec;Harrington Harbour, Québec;-64,3667;49,8;0:0;217;1;0;218;1;0;10:42;1,57;22:46;1,41;04:05;0,72;17:02;0,83
Elmslie Bay, New Zealand;Nelson, New Zealand;173,85;-40,9333;0:0;50;0,62;0;-60;0,62;0;06:44;2,08;19:23;2,12;11:13;0,91;;
Elmslie Bay, New Zealand(2);Nelson, New Zealand;173,85;-40,9333;0:0;50;0,62;0;-60;0,62;0;06:44;2,08;19:23;2,12;11:13;0,91;;
Exploits Lower Harbour, Newfoundland;Halifax, Nova Scotia;-55,0667;49,5333;0:0;-64;1;-0,3;-99;1;-0,1;02:34;1,31;15:12;1,14;08:50;0,36;20:51;0,47
Finnsbu, Greenland;Argentia, Newfoundland;-41,2833;63,4;0:0;-279;1;0;-252;1;0;23:31;1,86;11:55;1,73;06:20;0,83;18:07;0,88
Finsch Islands, Greenland;Harrington Harbour, Québec;-21,1333;73,9833;0:0;-798;0,81;0;-798;0,75;0;17:47;1,27;05:51;1,14;11:09;0,54;00:06;0,62
Fishermans Rock, New Zealand;Picton, New Zealand;174,6;-41,0667;0:0;0;1;0;0;1;0;04:39;0,94;16:56;1,02;10:13;0,31;23:01;0,29
Fishing Bay, New Zealand;Westport, New Zealand;166,65;-46,1;0:0;60;0,65;0;60;0,65;0;08:14;1,66;20:42;1,72;02:00;0,64;14:27;0,68
Fishmaster's Harbour, Sondre Stromfjord, Greenland;Argentia, Newfoundland;-53,4833;66,0167;0:0;-131;1;0,3;-106;1;0;01:59;2,16;14:23;2,03;08:46;0,83;20:33;0,88
Fogo Harbour, Newfoundland;Halifax, Nova Scotia;-54,2667;49,7167;0:0;-64;1;-0,2;-72;1;-0,1;02:34;1,41;15:12;1,24;09:17;0,36;21:18;0,47
Fort Conger, Discovery Harbour, Ellesmere Island, Nunavut (2);Halifax, Nova Scotia;-64,7333;81,7333;0:0;228;1;-0,1;205;1;-0,1;07:26;1,51;20:04;1,34;13:54;0,36;01:55;0,47
Forteau Bay, Strait of Bell Isle, Labrador (2);Harrington Harbour, Québec;-56,8833;51,45;0:0;56;0,77;0;47;0,81;0;08:01;1,21;20:05;1,09;01:14;0,58;14:11;0,67
Frederiksdal, Greenland;Argentia, Newfoundland;-44,6667;60;0:0;-160;1;0,1;-131;1;0;01:30;1,96;13:54;1,83;08:21;0,83;20:08;0,88
Frederikshåb, Greenland;Argentia, Newfoundland;-49,7167;62;0:0;-112;1;0,3;-90;1;0;02:18;2,16;14:42;2,03;09:02;0,83;20:49;0,88
Frenchman's Cove, Bay of Islands, Newfoundland;Harrington Harbour, Québec;-58,1667;49,0667;0:0;20;1;0;20;1;0;07:25;1,57;19:29;1,41;00:47;0,72;13:44;0,83
Front Island, New Zealand;Westport, New Zealand;166,7333;-45,7;0:0;45;0,68;0;45;0,68;0;07:59;1,74;20:27;1,80;01:45;0,67;14:12;0,71
Gabarus Cove, Nova Scotia;Halifax, Nova Scotia;-60,1667;45,85;0:0;8;1;-0,1;10;1;0;03:46;1,51;16:24;1,34;10:39;0,46;22:40;0,57
Gaspé Bay, Québec (2);Pictou, Nova Scotia;-64,4833;48,8333;0:0;283;1;-0,1;298;1;0;10:19;1,32;22:16;1,56;16:04;0,94;;
George Sound, New Zealand;Westport, New Zealand;167,3667;-44,8667;0:0;34;0,68;0;34;0,68;0;07:48;1,74;20:16;1,80;01:34;0,67;14:01;0,71
Georgetown Harbour, Prince Edward Island (2);Pictou, Nova Scotia;-62,5333;46,1833;0:0;-63;1;0;-60;1;0;04:33;1,42;16:30;1,66;10:06;0,94;;
Gilbert Islands, New Zealand;Westport, New Zealand;166,6833;-45,6;0:0;50;0,65;0;50;0,65;0;08:04;1,66;20:32;1,72;01:50;0,64;14:17;0,68
Glace Bay, Nova Scotia;Pictou, Nova Scotia;-59,9167;46,2;0:0;-119;1;-0,1;-114;1;0;03:37;1,32;15:34;1,56;09:12;0,94;;
Godhavn, Disko Island, Greenland;Harrington Harbour, Québec;-53,55;69,25;0:0;-157;1;0;-152;1;0;04:28;1,57;16:32;1,41;21:55;0,72;10:52;0,83
Godthåb, Greenland (2);Argentia, Newfoundland;-51,7333;64,1667;0:0;-111;2;-0,2;-76;2;-0,2;02:19;3,52;14:43;3,26;09:16;1,46;21:03;1,56
Goose Bay, Labrador;Halifax, Nova Scotia;-60,4;53,35;0:0;232;0,27;0;234;0,27;0;07:30;0,43;20:08;0,39;14:23;0,12;02:24;0,15
Grande le Pierre Harbour, Newfoundland;Argentia, Newfoundland;-54,7833;47,6667;0:0;69;1;-0,1;69;1;0;05:19;1,76;17:43;1,63;11:41;0,83;23:28;0,88
Great Jervis Harbour, Bay d'Espoir, Newfoundland;Argentia, Newfoundland;-56,1833;47,65;0:0;38;1;-0,1;65;1;0;04:48;1,76;17:12;1,63;11:37;0,83;23:24;0,88
Great St. Lawrence Harbour, Newfoundland (2);Argentia, Newfoundland;-55,3667;46,9167;0:0;28;1;0;55;1;0;04:38;1,86;17:02;1,73;11:27;0,83;23:14;0,88
Greville, South Island, New Zealand;Nelson, New Zealand;173,8;-40,8667;0:0;20;0,91;0;20;0,91;0;06:14;3,05;18:53;3,11;12:33;1,34;;
Greville, South Island, New Zealand(2);Nelson, New Zealand;173,8;-40,8667;0:0;20;0,91;0;20;0,91;0;06:14;3,05;18:53;3,11;12:33;1,34;;
Grey River, Newfoundland;Argentia, Newfoundland;-57,1167;47,5667;0:0;45;0,62;0;72;0,62;0;04:55;1,15;17:19;1,07;11:44;0,51;23:31;0,55
Greymouth, New Zealand;Westport, New Zealand;171,2167;-42,4333;0:0;5;0,93;0;5;0,93;0;07:19;2,38;19:47;2,46;01:05;0,92;13:32;0,98
Griffith Island, Barrow Strait, Nunavut;Harrington Harbour, Québec;-95,5;74,5833;0:0;192;1;0;193;1;0;10:17;1,57;22:21;1,41;03:40;0,72;16:37;0,83
Grindstone Island, New Brunswick (2);Saint John, New Brunswick;-64,6167;45,7167;0:0;21;1,49;0;28;1,45;0;07:54;10,70;20:22;10,36;01:46;2,51;14:19;2,42
Guysborough, Nova Scotia;Halifax, Nova Scotia;-61,4833;45,3833;0:0;6;1;-0,1;18;1;0;03:44;1,51;16:22;1,34;10:47;0,46;22:48;0,57
Haast River Entrance, New Zealand;Westport, New Zealand;169,05;-43,8333;0:0;30;0,68;0;30;0,68;0;07:44;1,74;20:12;1,80;01:30;0,67;13:57;0,71
Hall Beach, Foxe Basin, Nunavut (2);Harrington Harbour, Québec;-81,2167;68,75;0:0;645;0,44;0;675;0,44;0;17:50;0,69;05:54;0,62;11:42;0,32;00:39;0,37
Harbour Grace, Conception Bay, Newfoundland;Halifax, Nova Scotia;-53,2;47,6833;0:0;58;0,5;0;-76;0,33;0;04:36;0,81;17:14;0,72;09:13;0,15;21:14;0,19
Hare Bay, Newfoundland;Argentia, Newfoundland;-56,5333;47,6167;0:0;41;0,67;0;68;0,67;0;04:51;1,25;17:15;1,16;11:40;0,56;23:27;0,59
Havelock, New Zealand;Nelson, New Zealand;173,7667;-41,2833;0:0;35;0,74;0;-60;0,74;0;06:29;2,48;19:08;2,53;11:13;1,09;;
Havelock, New Zealand(2);Nelson, New Zealand;173,7667;-41,2833;0:0;35;0,74;0;-60;0,74;0;06:29;2,48;19:08;2,53;11:13;1,09;;
Havre-St-Pierre, Québec (2);Harrington Harbour, Québec;-63,6;50,2333;0:0;143;1;0;152;1;0;09:28;1,57;21:32;1,41;02:59;0,72;15:56;0,83
Heath Point, Québec (2);Harrington Harbour, Québec;-61,7;49,0833;0:0;51;0,61;0;52;0,61;0;07:56;0,96;20:00;0,86;01:19;0,44;14:16;0,51
Hebron, Hebron Fjord, Labrador (2);Halifax, Nova Scotia;-62,6333;58,2;0:0;-79;1;-0,1;-95;1;0;02:19;1,51;14:57;1,34;08:54;0,46;20:55;0,57
Herring Cove, New Brunswick (2);Saint John, New Brunswick;-64,9667;45,5833;0:0;22;1;0,8;20;1;0;07:55;7,98;20:23;7,75;01:38;1,73;14:11;1,67
Hicks Bay, New Zealand;Tauranga, New Zealand;178,3167;-37,5833;0:0;45;1,06;0;31;1,06;0;04:22;1,65;16:43;1,72;10:07;0,48;22:41;0,39
Hokitika River Bar, New Zealand;Westport, New Zealand;170,9667;-42,7167;0:0;10;0,72;0;10;0,72;0;07:24;1,84;19:52;1,90;01:10;0,71;13:37;0,76
Holsteinsborg, Greenland;Argentia, Newfoundland;-53,7;66,9333;0:0;-119;1;0,2;-90;1;0;02:11;2,06;14:35;1,93;09:02;0,83;20:49;0,88
Hopedale, Labrador (2);Halifax, Nova Scotia;-60,2167;55,45;0:0;-76;1;0;-99;1;0;02:22;1,61;15:00;1,44;08:50;0,46;20:51;0,57
Hopes Advance Bay, Ungava Bay, Québec (2);Saint John, New Brunswick;-69,6333;59,35;0:0;-179;1,44;0;-180;2,2;0;04:34;10,34;17:02;10,01;22:18;3,81;10:51;3,67
Hopewell Cape, New Brunswick (2);Saint John, New Brunswick;-64,5833;45,8667;0:0;14;1,63;0;39;1,85;0;07:47;11,70;20:15;11,33;01:57;3,20;14:30;3,09
