Station Name;Reference Station;Longitude;Latitude;Timezone;Hmin (High Tide Time Add);Hmpy (High Tide Level Multiply);Hoff (High Tide Level Add);Lmin (Low Tide Time Add);Lmpy (Low Tide Level Multiply);Loff (Low Tide Level Add);HW1_Zeit;HW1_Stand;HW2_Zeit;HW2_Stand;NW1_Zeit;NW1_Stand;NW2_Zeit;NW2_Stand
Tyne River Entr;Leith, Scotland - READ flaterco.com/pol.html;-1,4;55,0167;0:0;60;1;-1,8;80;1;-0,5;11:20;2,69;23:48;2,83;05:23;1,28;17:24;1,75
Newcastle-on-Tyne;Leith, Scotland - READ flaterco.com/pol.html;-1,6;54,9667;0:0;58;1;-1,1;93;1;-0,6;11:18;3,39;23:46;3,53;05:36;1,18;17:37;1,65
Sunderland, Durham;Leith, Scotland - READ flaterco.com/pol.html;-1,35;54,9167;0:0;55;1;-1,1;85;1;-0,2;11:15;3,39;23:43;3,53;05:28;1,58;17:29;2,05
Seaham;Leith, Scotland - READ flaterco.com/pol.html;-1,3167;54,8333;0:0;57;1;-1,4;86;1;-0,4;11:17;3,09;23:45;3,23;05:29;1,38;17:30;1,85
Hartlepool;Leith, Scotland - READ flaterco.com/pol.html;-1,1833;54,6833;0:0;62;1;-1,7;94;1;-0,6;11:22;2,79;23:50;2,93;05:37;1,18;17:38;1,65
River Tees Entr;Leith, Scotland - READ flaterco.com/pol.html;-1,15;54,6333;0:0;72;1;-0,5;101;1;0;11:32;3,99;00:00;4,13;05:44;1,78;17:45;2,25
Whitby;Leith, Scotland - READ flaterco.com/pol.html;-0,6167;54,4833;0:0;86;1;-0,7;112;1;-0,1;11:46;3,79;00:14;3,93;05:55;1,68;17:56;2,15
Scarborough;Leith, Scotland - READ flaterco.com/pol.html;-0,3833;54,2833;0:0;112;1;0,3;131;1;0,6;12:12;4,79;00:40;4,93;06:14;2,38;18:15;2,85
Bridlington;Immingham, England - READ flaterco.com/pol.html;-0,1833;54,0833;0:0;-74;1;-6;67771;1;-2,7;23:45;-0,10;12:42;-0,26;09:04;-0,43;21:16;0,20
Humber River: Spurn Head;Immingham, England - READ flaterco.com/pol.html;0,1167;53,5833;0:0;-15;1;-1,3;-25;1;0,1;00:44;4,60;13:41;4,44;07:08;2,37;19:20;3,00
Humber River: Grimsby;Immingham, England - READ flaterco.com/pol.html;-0,0667;53,5833;0:0;-7;1;-0,7;-8;1;0,3;00:52;5,20;13:49;5,04;07:25;2,57;19:37;3,20
Humber River: Hull;Immingham, England - READ flaterco.com/pol.html;-0,25;53,7333;0:0;20;1;0,1;12;1;-0,4;01:19;6,00;14:16;5,84;07:45;1,87;19:57;2,50
Humber River: Goole;Immingham, England - READ flaterco.com/pol.html;-0,8667;53,7;0:0;92;1;-6,4;230;1;-3,8;02:31;-0,50;15:28;-0,66;11:23;-1,53;23:35;-0,90
Skegness;Immingham, England - READ flaterco.com/pol.html;0,35;53,15;0:0;16;1;-0,9;24;1;-0,2;01:15;5,00;14:12;4,84;07:57;2,07;20:09;2,70
Boston;Immingham, England - READ flaterco.com/pol.html;-0,0167;52,9667;0:0;34;1;2;109;1;2,6;01:33;7,90;14:30;7,74;09:22;4,87;21:34;5,50
Wells Bar;Immingham, England - READ flaterco.com/pol.html;0,8167;52,9833;0:0;22;1;111,1;22;1;111,1;01:21;117,00;14:18;116,84;07:55;113,37;20:07;114,00
Cromer;Immingham, England - READ flaterco.com/pol.html;1,3;52,9333;0:0;56;0,73;0;64;0,7;0;01:55;4,31;14:52;4,19;08:37;1,59;20:49;2,03
Gorleston, Great Yarmouth;Sheerness, England - READ flaterco.com/pol.html;1,7333;52,5667;0:0;-229;0,38;0;-228;0,45;0;03:55;1,78;16:47;1,85;21:17;0,83;10:19;0,60
Lowestoft;Sheerness, England - READ flaterco.com/pol.html;1,75;52,4667;0:0;-194;0,38;0;-198;0,45;0;04:30;1,78;17:22;1,85;21:47;0,83;10:49;0,60
Orford Ness;Sheerness, England - READ flaterco.com/pol.html;1,5833;52,0833;0:0;-99;0,52;0;-108;0,64;0;06:05;2,44;18:57;2,53;23:17;1,18;12:19;0,85
Harwich, Stour Rvr;Sheerness, England - READ flaterco.com/pol.html;1,2833;51,95;0:0;-56;0,71;0;-71;0,73;0;06:48;3,33;19:40;3,45;23:54;1,34;12:56;0,97
Brightlingsea, Colne Rvr;Sheerness, England - READ flaterco.com/pol.html;1;51,8;0:0;-35;0,79;0;-25;0,45;0;07:09;3,71;20:01;3,84;00:40;0,83;13:42;0,60
Osea Island, Blackwater Rvr;Sheerness, England - READ flaterco.com/pol.html;0,7667;51,7167;0:0;-5;1;-1,3;-16;1;-0,7;07:39;3,39;20:31;3,56;00:49;1,14;13:51;0,63
Southend Pier, Thames Rvr;Sheerness, England - READ flaterco.com/pol.html;0,75;51,5167;0:0;-10;1;-0,5;-2;1;-0,7;07:34;4,19;20:26;4,36;01:03;1,14;14:05;0,63
Chatham, Medway Rvr;Sheerness, England - READ flaterco.com/pol.html;0,5333;51,45;0:0;7;1;-0,3;11;1;-1,6;07:51;4,39;20:43;4,56;01:16;0,24;14:18;-0,27
Tilbury Dock, Thames Rvr;Sheerness, England - READ flaterco.com/pol.html;0,3667;51,4667;0:0;20;1;1,5;20;1;-1;08:04;6,19;20:56;6,36;01:25;0,84;14:27;0,33
Royal Albert Dock, Thames Rvr;Sheerness, England - READ flaterco.com/pol.html;0,0833;51,5;0:0;49;1;3,1;44;1;-1,2;08:33;7,79;21:25;7,96;01:49;0,64;14:51;0,13
Margate;Sheerness, England - READ flaterco.com/pol.html;1,3833;51,4;0:0;-42;0,74;0;-43;0,45;0;07:02;3,47;19:54;3,60;00:22;0,83;13:24;0,60
Ramsgate;Dover, England - READ flaterco.com/pol.html;1,4167;51,3333;0:0;20;1;-4,9;-7;1;-2,1;06:49;0,70;19:28;0,56;01:03;0,19;13:37;-0,08
Deal;Dover, England - READ flaterco.com/pol.html;1,4167;51,2167;0:0;10;1;-3,7;4;1;111,1;06:39;1,90;19:18;1,76;01:14;113,39;13:48;113,12
Folkestone;Dover, England - READ flaterco.com/pol.html;1,2;51,0833;0:0;-12;1;-1,1;-10;1;-2,2;06:17;4,50;18:56;4,36;01:00;0,09;13:34;-0,18
Dungeness;Dover, England - READ flaterco.com/pol.html;0,9667;50,9;0:0;-14;1;1,6;-16;1;-1;06:15;7,20;18:54;7,06;00:54;1,29;13:28;1,02
Rye Bay;Dover, England - READ flaterco.com/pol.html;0,75;50,9333;0:0;-2;1;1,6;1111;1;111,1;06:27;7,20;19:06;7,06;19:41;113,39;08:15;113,12
Hastings;Dover, England - READ flaterco.com/pol.html;0,5833;50,85;0:0;-5;1;0,4;-30;1;-1,3;06:24;6,00;19:03;5,86;00:40;0,99;13:14;0,72
Brighton;Dover, England - READ flaterco.com/pol.html;-0,1333;50,8167;0:0;-8;1;-3;-60;1;-2,3;06:21;2,60;19:00;2,46;00:10;-0,01;12:44;-0,28
Shoreham Harbor Entr;Dover, England - READ flaterco.com/pol.html;-0,25;50,8333;0:0;0;1;-3,6;-55;1;-2,1;06:29;2,00;19:08;1,86;00:15;0,19;12:49;-0,08
Littlehampton;Dover, England - READ flaterco.com/pol.html;-0,5333;50,8;0:0;8;1;-5,1;-68;1;-2,8;06:37;0,50;19:16;0,36;00:02;-0,51;12:36;-0,78
Appledore, Bristol Ch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,2;51,05;0:0;-353;0,75;0;-364;0,43;0;00:46;5,54;13:09;5,69;18:59;1,23;07:15;1,43
Bideford, Torridge Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,2;51,0167;0:0;-351;1;111,1;-349;1;111,1;00:48;118,48;13:11;118,68;19:14;113,96;07:30;114,42
Barnstaple, Taw Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,0667;51,0833;0:0;-333;1;111,1;-488;1;111,1;01:06;118,48;13:29;118,68;16:55;113,96;05:11;114,42
Ilfracombe, Bristol Ch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,1167;51,2167;0:0;-349;1;-0,8;-387;1;-0,1;00:50;6,58;13:13;6,78;18:36;2,76;06:52;3,22
Watchet, Bristol Ch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,3333;51,1833;0:0;-305;1;6;-349;1;1,1;01:34;13,38;13:57;13,58;19:14;3,96;07:30;4,42
Burnham, Parrett Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3;51,2333;0:0;-283;1,38;-5,4;-289;1,38;-5,4;01:56;4,78;14:19;5,06;20:14;-1,45;08:30;-0,82
Weston-super-Mare, Bristol Ch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-2,9833;51,35;0:0;-288;1,36;-2,9;-328;1,36;-2,9;01:51;7,14;14:14;7,41;19:35;0,99;07:51;1,62
Port of Bristol (Avonmouth);Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-2,0667;51,5;0:0;-267;1,39;0;-270;1,15;0;02:12;10,26;14:35;10,54;20:33;3,29;08:49;3,82
Bristol, Avon Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-2,6167;51,45;0:0;-257;1;0,6;67771;1;1,1;02:22;7,98;14:45;8,18;02:34;3,96;14:50;4,42
Wellhouse Rock, Severn Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-2,4833;51,7333;0:0;-221;1;-3,5;-82;1;111,1;02:58;3,88;15:21;4,08;23:41;113,96;11:57;114,42
Newport, Bristol Ch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-2,9833;51,55;0:0;-277;1,4;-3,6;-282;1,4;-3,6;02:02;6,73;14:25;7,01;20:21;0,40;08:37;1,05
Cardiff, Bristol Ch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,15;51,45;0:0;-283;1,3;0;-319;1,32;0;01:56;9,59;14:19;9,85;19:44;3,78;08:00;4,38
Barry, Bristol Ch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,2667;51,3833;0:0;-287;1,25;-0,5;-325;1,25;-0,5;01:52;8,72;14:15;8,97;19:38;3,07;07:54;3,65
Porthcawl, Bristol Ch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,7;51,4667;0:0;-314;1;1,2;-347;1;0,6;01:25;8,58;13:48;8,78;19:16;3,46;07:32;3,92
Swansea, Bristol Ch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,9167;51,6167;0:0;-319;1;0,4;-355;1;0,6;01:20;7,78;13:43;7,98;19:08;3,46;07:24;3,92
Whiteford Lighthouse, Burry Inlet;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,25;51,65;0:0;-325;1;-2,1;-348;1;-0,1;01:14;5,28;13:37;5,48;19:15;2,76;07:31;3,22
Ferryside, Towy Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,3667;51,7667;0:0;-328;1;-9,2;-355;1;-4,7;01:11;-1,82;13:34;-1,62;19:08;-1,84;07:24;-1,38
Tenby, Bristol Ch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,7;51,6667;0:0;-331;1;-3,4;-362;1;0;01:08;3,98;13:31;4,18;19:01;2,86;07:17;3,32
Neyland, Cleddau Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,95;51,7;0:0;-313;1;-7,4;-344;1;-1,1;01:26;-0,02;13:49;0,18;19:19;1,76;07:35;2,22
Ramsey Sound;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-5,3167;51,85;0:0;-309;0,55;0;-328;1;111,1;01:30;4,06;13:53;4,17;19:35;113,96;07:51;114,42
Amlwch;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,3333;53,4167;0:0;-59;1;-6,4;-84;1;-1,4;05:40;0,98;18:03;1,18;23:39;1,46;11:55;1,92
Trwyn du, Menai Str;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,0333;53,3167;0:0;-44;1;-5,4;-59;1;-1,4;05:55;1,98;18:18;2,18;00:04;1,46;12:20;1,92
Menai Bridge, Menai Str;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,15;53,2167;0:0;-25;1;-5,7;-25;1;-0,8;06:14;1,68;18:37;1,88;00:38;2,06;12:54;2,52
Llandudno;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,8333;53,3333;0:0;-41;1;-4,6;-54;1;0,5;05:58;2,78;18:21;2,98;00:09;3,36;12:25;3,82
Hilbre Island, Dee Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,2167;53,3833;0:0;-16;1;-0,8;-18;1;0,8;06:23;6,58;18:46;6,78;00:45;3,66;13:01;4,12
Chester, Dee Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-2,9;53,2;0:0;65;1;111,1;302;1;111,1;07:44;118,48;20:07;118,68;06:05;113,96;18:21;114,42
Liverpool, Mersey Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3;53,4167;0:0;0;1;0;0;1;0;06:39;7,38;19:02;7,58;01:03;2,86;13:19;3,32
Eastham;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-2,95;53,3167;0:0;25;1;0,9;22;1;-0,3;07:04;8,28;19:27;8,48;01:25;2,56;13:41;3,02
St. Anne's, Ribble Rvr;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,0333;53,75;0:0;-4;1;-0,4;13;1;1,9;06:35;6,98;18:58;7,18;01:16;4,76;13:32;5,22
Feetwood, River Wyre;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3;53,9333;0:0;0;1;0,5;-2;1;0,7;06:39;7,88;19:02;8,08;01:01;3,56;13:17;4,02
Morecambe, Morecamby Bay;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-2,8667;54,0667;0:0;1;1;0,4;4;1;0,2;06:40;7,78;19:03;7,98;01:07;3,06;13:23;3,52
Barrow (Ramsden Dock);Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,2;54,1;0:0;15;1;-0,9;20;1;-0,1;06:54;6,48;19:17;6,68;01:23;2,76;13:39;3,22
Solway Firth: Whitehaven;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,6;54,55;0:0;2;1;-3,6;-11;1;-0,6;06:41;3,78;19:04;3,98;00:52;2,26;13:08;2,72
Solway Firth: Workington;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,5667;54,65;0:0;9;1;-3,2;1;1;-0,7;06:48;4,18;19:11;4,38;01:04;2,16;13:20;2,62
Solway Firth: Maryport;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-3,5;54,7167;0:0;24;1;-2,5;12;1;0,6;07:03;4,88;19:26;5,08;01:15;3,46;13:31;3,92
Solway Firth: Silloth;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,4;54,8667;0:0;35;1;-1,1;50;1;-1;07:14;6,28;19:37;6,48;01:53;1,86;14:09;2,32
Isle of Man: Ramsey;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,3667;54,3167;0:0;4;1;-6,2;-5;1;-1,2;06:43;1,18;19:06;1,38;00:58;1,66;13:14;2,12
Isle of Man: Douglas;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,4667;54,15;0:0;-4;1;-7,2;-27;1;-1;06:35;0,18;18:58;0,38;00:36;1,86;12:52;2,32
Isle of Man: Peel;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,7;54,2333;0:0;-2;0,57;0;-5;0,5;0;06:37;4,21;19:00;4,32;00:58;1,43;13:14;1,66
Garliestown, Wigtown Bay;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,35;54,7833;0:0;20;1;111,1;10;1;111,1;06:59;118,48;19:22;118,68;01:13;113,96;13:29;114,42
Isle of Whithorn, Wigtown Bay;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,3667;54,7;0:0;20;1;-6,4;10;1;-1,2;06:59;0,98;19:22;1,18;01:13;1,66;13:29;2,12
Drummore, Wigtown Bay;Liverpool (Gladstone Dock), England - READ flaterco.com/pol.html;-4,8833;54,6833;0:0;25;0,62;0;-5;0,63;0;07:04;4,58;19:27;4,70;00:58;1,80;13:14;2,09
Port Askaig, Sound of Jura;Ullapool, Scotland - READ flaterco.com/pol.html;-6,1;55,85;0:0;-126;0,35;1,1;-98;0,35;1,1;00:58;2,53;13:13;2,57;07:12;1,92;19:59;1,79
Kyle Akin;Ullapool, Scotland - READ flaterco.com/pol.html;-5,7167;57,2833;0:0;-16;1;-0,7;-10;1;-1,1;02:48;3,39;15:03;3,49;08:40;1,23;21:27;0,88
Portree, Raasey Sd;Ullapool, Scotland - READ flaterco.com/pol.html;-6,1833;57,4;0:0;-21;1;-0,3;-25;1;-0,3;02:43;3,79;14:58;3,89;08:25;2,03;21:12;1,68
Uig Bay, Skye Isl;Ullapool, Scotland - READ flaterco.com/pol.html;-6,3833;57,6167;0:0;-34;1;0,4;-25;1;0,7;02:30;4,49;14:45;4,59;08:25;3,03;21:12;2,68
Loch Inver;Ullapool, Scotland - READ flaterco.com/pol.html;-5,3;58,15;0:0;-1;1;-0,4;-5;1;0,4;03:03;3,69;15:18;3,79;08:45;2,73;21:32;2,38
Loch Inchard;Ullapool, Scotland - READ flaterco.com/pol.html;-5,0167;58,45;0:0;24;1;-1,7;0;1;-0,6;03:28;2,39;15:43;2,49;08:50;1,73;21:37;1,38
Cape Wrath;Ullapool, Scotland - READ flaterco.com/pol.html;-5;58,6167;0:0;29;0,98;0;25;1;111,1;03:33;4,01;15:48;4,11;09:15;113,43;22:02;113,08
Rispond, Loch Eriboll;Ullapool, Scotland - READ flaterco.com/pol.html;-4,6667;58,55;0:0;39;1;-1,1;1111;1;111,1;03:43;2,99;15:58;3,09;03:21;113,43;16:08;113,08
Kyle of Tongue;Ullapool, Scotland - READ flaterco.com/pol.html;-4,3667;58,55;0:0;54;0,98;0;1111;1;111,1;03:58;4,01;16:13;4,11;03:21;113,43;16:08;113,08
Thurso;Ullapool, Scotland - READ flaterco.com/pol.html;-3,55;58,6;0:0;109;1;-0,9;97;1;0,5;04:53;3,19;17:08;3,29;10:27;2,83;23:14;2,48
Village Bay, St. Kilda Isl;Ullapool, Scotland - READ flaterco.com/pol.html;-8,5667;57,8;0:0;-51;1;-5,3;-60;1;-1,4;02:13;-1,21;14:28;-1,11;07:50;0,93;20:37;0,58
North Bay, Barra;Ullapool, Scotland - READ flaterco.com/pol.html;-7,4;57;0:0;-53;1;-2,4;-51;1;-0,2;02:11;1,69;14:26;1,79;07:59;2,13;20:46;1,78
Loch Boisdale;Ullapool, Scotland - READ flaterco.com/pol.html;-7,2667;57,15;0:0;-50;1;-1,8;-48;1;-0,1;02:14;2,29;14:29;2,39;08:02;2,23;20:49;1,88
Loch Maddy;Ullapool, Scotland - READ flaterco.com/pol.html;-7,1;57,6;0:0;-35;1;-1,1;-33;1;-0,1;02:29;2,99;14:44;3,09;08:17;2,23;21:04;1,88
Leverburgh;Ullapool, Scotland - READ flaterco.com/pol.html;-7,0167;57,7667;0:0;-36;1;-1,3;-30;1;0,2;02:28;2,79;14:43;2,89;08:20;2,53;21:07;2,18
East Loch Tarbert;Ullapool, Scotland - READ flaterco.com/pol.html;-6,8;57,9;0:0;-35;1;-0,8;-30;1;0,1;02:29;3,29;14:44;3,39;08:20;2,43;21:07;2,08
West Loch Tarbert;Ullapool, Scotland - READ flaterco.com/pol.html;-6,9167;57,9167;0:0;-49;0,79;0;-34;1;111,1;02:15;3,23;14:30;3,31;08:16;113,43;21:03;113,08
Bernera Harbor;Ullapool, Scotland - READ flaterco.com/pol.html;-6,8667;58,2667;0:0;-22;1;-2,8;-32;1;-0,9;02:42;1,29;14:57;1,39;08:18;1,43;21:05;1,08
Stornoway;Ullapool, Scotland - READ flaterco.com/pol.html;-6,3833;58,2;0:0;-6;1;-1,1;-10;1;0,1;02:58;2,99;15:13;3,09;08:40;2,43;21:27;2,08
Lopransfjordhur, Sudhuroy Isl;Reykjavik, Iceland;-6,7667;61,45;0:0;105;0,79;0;105;0,23;0;03:55;2,39;16:11;2,42;10:08;0,33;22:33;0,30
Vagur, Sudhuroy Isl;Reykjavik, Iceland;-6,8;61,4667;0:0;112;0,29;0;112;0,27;0;04:02;0,88;16:18;0,89;10:15;0,39;22:40;0,35
Trangisvagur, Sudhuroy Isl;Reykjavik, Iceland;-6,8333;61,5667;0:0;98;0,31;0;98;0,32;0;03:48;0,94;16:04;0,95;10:01;0,46;22:26;0,42
Sudhuroyarfjordhur;Reykjavik, Iceland;-6,8167;61,65;0:0;105;0,79;0;105;0,23;0;03:55;2,39;16:11;2,42;10:08;0,33;22:33;0,30
Sandsvagur, Sandoy Isl;Reykjavik, Iceland;-6,8;61,8333;0:0;116;0,54;0;116;0,5;0;04:06;1,64;16:22;1,65;10:19;0,71;22:44;0,66
Mykines;Reykjavik, Iceland;-7,6333;62,1;0:0;285;0,79;0;285;0,23;0;06:55;2,39;19:11;2,42;13:08;0,33;01:33;0,30
Vestmanna, Streymoy Isl;Reykjavik, Iceland;-7,15;62,15;0:0;167;0,49;0;167;0,41;0;04:57;1,48;17:13;1,50;11:10;0,59;23:35;0,54
Eidhi, Eysturoy Isl;Reykjavik, Iceland;-7,0833;62,3;0:0;-65;0,75;0;-65;0,23;0;01:05;2,27;13:21;2,29;07:18;0,33;19:43;0,30
Leirvik, Eysturoy Isl;Reykjavik, Iceland;-6,7;62,2167;0:0;130;0,54;0;130;0,23;0;04:20;1,64;16:36;1,65;10:33;0,33;22:58;0,30
Klaksvik, Bordhoy Isl;Reykjavik, Iceland;-6,5833;62,2333;0:0;283;0,33;0;283;0,32;0;06:53;1,00;19:09;1,01;13:06;0,46;01:31;0,42
Svinoyarfjordhur;Reykjavik, Iceland;-6,4167;62,2667;0:0;190;0,54;0;190;0,23;0;05:20;1,64;17:36;1,65;11:33;0,33;23:58;0,30
Fugloyarfjordhur;Reykjavik, Iceland;-6,3;62,3167;0:0;145;0,48;0;145;0,18;0;04:35;1,45;16:51;1,47;10:48;0,26;23:13;0,24
Keflavik Harbor;Reykjavik, Iceland;-22,55;64;0:0;-5;1;-0,5;-5;1;-0,2;02:05;2,53;14:21;2,56;08:18;1,23;20:43;1,11
Hvammsvik;Reykjavik, Iceland;-21,5667;64,3667;0:0;-2;1;0,6;-1;1;0,2;02:08;3,63;14:24;3,66;08:22;1,63;20:47;1,51
Akranes;Reykjavik, Iceland;-22,1;64,3167;0:0;3;1;0;-5;1;0,4;02:13;3,03;14:29;3,06;08:18;1,83;20:43;1,71
Hrutafjordhur;Reykjavik, Iceland;-21,1167;65,25;0:0;228;0,39;0,5;238;0,39;0,5;05:58;1,68;18:14;1,69;12:21;1,06;00:46;1,01
Akureyri;Reykjavik, Iceland;-18,0833;65,6833;0:0;257;0,34;0,6;249;0,34;0,6;06:27;1,63;18:43;1,64;12:32;1,09;00:57;1,05
Nieuwpoort;Vlissingen, Netherlands;2,7167;51,15;1:0;-70;1;0,9;-30;1;-0,1;08:38;4,74;21:20;4,84;03:00;1,08;15:50;0,66
Oostende;Vlissingen, Netherlands;2,9167;51,2333;1:0;-56;1;0,9;-32;1;0,6;08:52;4,74;21:34;4,84;02:58;1,78;15:48;1,36
Zeebrugge;Vlissingen, Netherlands;3,2;51,35;1:0;-36;1;-0,4;-37;1;0,3;09:12;3,44;21:54;3,54;02:53;1,48;15:43;1,06
Terneuzen, W. Schelde Rvr;Vlissingen, Netherlands;3,8333;51,3333;1:0;21;1;1,1;28;1;0;10:09;4,94;22:51;5,04;03:58;1,18;16:48;0,76
Hansweert, W. Schelde Rvr;Vlissingen, Netherlands;4;51,4167;1:0;65;1;1,9;52;1;-0,2;10:53;5,74;23:35;5,84;04:22;0,98;17:12;0,56
Roompot, E. Schelde Rvr;Vlissingen, Netherlands;3,6667;51,6167;1:0;75;1;111,1;75;1;111,1;11:03;114,94;23:45;115,04;04:45;112,28;17:35;111,86
Wemeldinge, E. Schelde Rvr;Vlissingen, Netherlands;4;51,5167;1:0;105;1;111,1;85;1;111,1;11:33;114,94;00:15;115,04;04:55;112,28;17:45;111,86
Maas River: Dordrecht;Vlissingen, Netherlands;4,6667;51,8167;1:0;151;0,27;0;299;0,65;0;12:19;1,04;01:01;1,06;08:29;0,77;21:19;0,49
Maas River: Rotterdam;Vlissingen, Netherlands;4,5;51,9167;1:0;120;0,47;0;217;0,82;0;11:48;1,80;00:30;1,85;07:07;0,97;19:57;0,62
Scheveningen;Vlissingen, Netherlands;4,2667;52,1;1:0;62;0,44;0;160;0,41;0;10:50;1,69;23:32;1,73;06:10;0,48;19:00;0,31
Ijmuiden (Ymuiden);Vlissingen, Netherlands;4,6;52,4667;1:0;103;0,43;0;194;0,41;0;11:31;1,65;00:13;1,69;06:44;0,48;19:34;0,31
Den Helder;Cuxhaven, Steubenhöft, Germany;4,75;52,9667;1:0;-312;0,51;0;-335;1,8;0;02:50;1,62;15:31;1,48;20:24;1,10;09:10;0,88
West Terschelling;Cuxhaven, Steubenhöft, Germany;5,3;53,45;1:0;-205;0,67;0;-246;1,8;0;04:37;2,13;17:18;1,94;21:53;1,10;10:39;0,88
Harlingen;Cuxhaven, Steubenhöft, Germany;5,4;53,1667;1:0;-183;0,65;0;-140;1,4;0;04:59;2,07;17:40;1,89;23:39;0,85;12:25;0,69
Delfzijl, Ems Rvr;Cuxhaven, Steubenhöft, Germany;6,95;53,3167;1:0;-48;1;0,6;-60;1;0,8;07:14;3,78;19:55;3,50;00:59;1,41;13:45;1,29
Ems River: Approach;Helgoland, Germany;6,0667;53,7667;1:0;-127;1;-1;1111;1;0;04:46;1,61;17:30;1,32;19:17;0,54;08:08;0,42
Ems River: Borkum, W. Coast;Helgoland, Germany;6,65;53,5833;1:0;-66;1;-0,4;-84;1;0;05:47;2,21;18:31;1,92;23:22;0,54;12:13;0,42
Ems River: Knock;Helgoland, Germany;7,05;53,3333;1:0;20;1;1,1;18;1;-0,3;07:13;3,71;19:57;3,42;01:04;0,24;13:55;0,12
Ems River: Emden;Helgoland, Germany;7,2;53,35;1:0;42;1;2,3;26;1;0,1;07:35;4,91;20:19;4,62;01:12;0,64;14:03;0,52
Ems River: Pogum;Helgoland, Germany;7,2667;53,3167;1:0;57;1;1,9;47;1;-0,4;07:50;4,51;20:34;4,22;01:33;0,14;14:24;0,02
Ems River: Leer;Helgoland, Germany;7,45;53,2167;1:0;117;1;-0,6;151;1;-0,5;08:50;2,01;21:34;1,72;03:17;0,04;16:08;-0,08
Juist (N. Coast);Helgoland, Germany;6,9833;53,6833;1:0;-50;1;-0,6;-74;1;0;06:03;2,01;18:47;1,72;23:32;0,54;12:23;0,42
Norddeich;Helgoland, Germany;7,1667;53,6167;1:0;-21;1;0,7;-40;1;0,1;06:32;3,31;19:16;3,02;00:06;0,64;12:57;0,52
Norderney-Seegat;Helgoland, Germany;7,1667;53,7;1:0;-24;1;0,3;-43;1;0,1;06:29;2,91;19:13;2,62;00:03;0,64;12:54;0,52
Baltrum (W. Approach);Helgoland, Germany;7,3667;53,7333;1:0;-24;1;0;-25;1;-0,4;06:29;2,61;19:13;2,32;00:21;0,14;13:12;0,02
Langeoog;Helgoland, Germany;7,4667;53,7333;1:0;-3;1;0,9;-23;1;0,1;06:50;3,51;19:34;3,22;00:23;0,64;13:14;0,52
Neuharlingersiel;Helgoland, Germany;7,7;53,7;1:0;11;1;1;1111;1;111,1;07:04;3,61;19:48;3,32;19:17;111,64;08:08;111,52
