Quelle;Station;Typ;Lat;Lon;Referenz-Quelle;Referenz-Station;Match-Typ;Distanz_km;Ø_Zeitdiff_min;Ø_Höhendiff_m;N_Events;Status
Classic 1997;Mukah, Malaysia;Ref;2.9064;112.0946;;;;;;;;Keine Referenz gefunden
Classic 1997;Mukho, South Korea;Ref;37.55;129.1167;;;;;;;;Keine Referenz gefunden
Classic 1997;Mumbai (Bombay), India;Ref;18.9167;72.8333;;;;;;;;Keine Referenz gefunden
Classic 1997;Mururoa Atoll, Tuamotu Archipelago;Ref;-21.8333;-138.7833;;;;;;;;Keine Referenz gefunden
Classic 1997;Mys Astronomicheski, Russia;Ref;62.3833;164.5;;;;;;;;Keine Referenz gefunden
Classic 1997;Nacala, Moçambique;Ref;-14.4667;40.6833;;;;;;;;Keine Referenz gefunden
Classic 1997;Nagappattinam, India;Ref;10.7667;79.85;;;;;;;;Keine Referenz gefunden
Classic 1997;Naha Ko, Okinawa, Japan;Ref;26.2;127.6667;TICON4;Naha, Okinawa, Japan;Proximity (1.9km);1.9;-176.0;1.133;3;OK
Classic 1997;Naozhou Dao, China;Ref;20.95;110.6;;;;;;;;Keine Referenz gefunden
Classic 1997;Natal, Brazil;Ref;-5.7667;-35.2;;;;;;;;Keine Referenz gefunden
Classic 1997;Navlakhi, India;Ref;22.9667;70.45;;;;;;;;Keine Referenz gefunden
Classic 1997;Neiafu, Vava`u Group, Tonga;Ref;-18.65;-173.9833;;;;;;;;Keine Referenz gefunden
Classic 1997;Neko Harbour, Antarctica;Ref;-64.8784;-62.539;;;;;;;;Keine Referenz gefunden
Classic 1997;Nickerie Rivir, Suriname;Ref;5.9667;-57.0167;;;;;;;;Keine Referenz gefunden
Classic 1997;Nouadhibou, Mauritania;Ref;20.9167;-17.0333;;;;;;;;Keine Referenz gefunden
Classic 1997;Nuku`alofa, Tonga;Ref;-21.1333;-175.2167;;;;;;;;Keine Referenz gefunden
Classic 1997;Oamaru, New Zealand;Ref;-45.1;170.9667;;;;;;;;Keine Referenz gefunden
Classic 1997;Oban, Scotland, United Kingdom;Ref;56.4126;-5.4757;;;;;;;;Keine Referenz gefunden
Classic 1997;Ochong Do, South Korea;Ref;36.1167;125.9833;;;;;;;;Keine Referenz gefunden
Classic 1997;Okha, India;Ref;22.4667;69.0833;;;;;;;;Keine Referenz gefunden
Classic 1997;Onomichi, Japan;Ref;34.4;133.1833;;;;;;;;Keine Referenz gefunden
Classic 1997;Ostrov Toporkova, Kuril Islands, Russia;Ref;48.0833;153.2667;;;;;;;;Keine Referenz gefunden
Classic 1997;Out Skerries, Shetland Islands, Scotland, United Kingdom;Ref;60.4227;-0.7517;;;;;;;;Keine Referenz gefunden
Classic 1997;Pamban (Passe), India;Ref;9.2667;79.2;;;;;;;;Keine Referenz gefunden
Classic 1997;Paradwip, India;Ref;20.2667;86.6833;;;;;;;;Keine Referenz gefunden
Classic 1997;Paramaribo, Suriname;Ref;5.8333;-55.15;;;;;;;;Keine Referenz gefunden
Classic 1997;Paranaguá, Brazil;Ref;-25.5;-48.5167;;;;;;;;Keine Referenz gefunden
Classic 1997;Patunungan Bay, Philippines;Ref;18.4;122.3;;;;;;;;Keine Referenz gefunden
Classic 1997;Pebane, Moçambique;Ref;-17.2667;38.1333;;;;;;;;Keine Referenz gefunden
Classic 1997;Pedra Branca (Horsburgh Lighthouse), Singapore;Ref;1.3306;104.4063;;;;;;;;Keine Referenz gefunden
Classic 1997;Pelabuhan Kelang, Malaysia;Ref;3.0;101.3833;;;;;;;;Keine Referenz gefunden
Classic 1997;Petropavlosk, Russia;Ref;53.0167;158.6333;;;;;;;;Keine Referenz gefunden
Classic 1997;Pinamar, Argentina;Ref;-37.1333;-56.8833;;;;;;;;Keine Referenz gefunden
Classic 1997;Pipavav Bandar, India;Ref;20.95;71.5333;;;;;;;;Keine Referenz gefunden
Classic 1997;Port Adelaide, Australia;Ref;-34.8;138.4667;TICON4;Adelaide Outer Harbour, Australia;Proximity (2.6km);2.6;-162.8;1.510;4;OK
Classic 1997;Port Blair, Andaman Islands, India;Ref;11.6833;92.7667;;;;;;;;Keine Referenz gefunden
Classic 1997;Port Castries, Saint Lucia;Ref;14.0167;-61.0;;;;;;;;Keine Referenz gefunden
Classic 1997;Port Dickson, Malaysia;Ref;2.5167;101.7833;;;;;;;;Keine Referenz gefunden
Classic 1997;Port Dreger, Papua New Guinea;Ref;-6.65;147.8833;;;;;;;;Keine Referenz gefunden
Classic 1997;Port Foster, Deception Island, South Shetlands, Antarctica;Ref;-62.9667;-60.5667;;;;;;;;Keine Referenz gefunden
Classic 1997;Port Kem, Russia;Ref;64.9833;34.7833;;;;;;;;Keine Referenz gefunden
Classic 1997;Port Muhammad Bin Qasin, Pakistan;Ref;24.7833;67.35;;;;;;;;Keine Referenz gefunden
Classic 1997;Port Said, Egypt;Ref;31.2667;32.3167;;;;;;;;Keine Referenz gefunden
Classic 1997;Port Seeadler, Manus, Admiralty Islands, Papua New Guinea;Ref;-2.0167;147.2667;TICON4;Manus, Papua New Guinea;Proximity (0.7km);0.7;;;;Keine passenden Events
Classic 1997;Port-aux-Francais, Kerguelen Islands;Ref;-49.35;70.2167;TICON4;Kerguelen, France (2);Proximity (0.3km);0.3;67.5;1.215;4;OK
Classic 1997;Portage Island (Burnt Church), New Brunswick, Canada;Ref;47.1771;-65.0373;;;;;;;;Keine Referenz gefunden
Classic 1997;Posorja, Ecuador;Ref;-2.7;-80.25;;;;;;;;Keine Referenz gefunden
Classic 1997;Puerto Baquerizo Moreno, San Cristóbal, Galapagos Islands, Ecuador;Ref;-0.9;-89.6167;;;;;;;;Keine Referenz gefunden
Classic 1997;Puerto Belgrano (Punta Ala), Argentina;Ref;-38.8907;-62.1084;;;;;;;;Keine Referenz gefunden
Classic 1997;Puerto Bolvar, Ecuador;Ref;-3.2667;-80.0;;;;;;;;Keine Referenz gefunden
Classic 1997;Puerto Caleta La Misión, Argentina;Ref;-53.7026;-67.8162;;;;;;;;Keine Referenz gefunden
Classic 1997;Puerto de Bahía Caráquez, Ecuador;Ref;-0.5833;-80.4333;;;;;;;;Keine Referenz gefunden
Classic 1997;Puerto Lpez, Ecuador;Ref;-1.5667;-80.8333;;;;;;;;Keine Referenz gefunden
Classic 1997;Puerto Maritimo de Guayaquil, Ecuador;Ref;-2.2805;-79.9093;;;;;;;;Keine Referenz gefunden
Classic 1997;Puerto San Antonio Este, Argentina;Ref;-40.7963;-64.8866;;;;;;;;Keine Referenz gefunden
Classic 1997;Puerto Santa Elena (Bahia Cruz), Argentina;Ref;-44.5167;-65.3667;;;;;;;;Keine Referenz gefunden
Classic 1997;Pulau Besin, Myanmar;Ref;9.9833;98.4833;;;;;;;;Keine Referenz gefunden
Classic 1997;Punta Norte del Cabo San Antonio (San Clemente)), Argentina;Ref;-36.2914;-56.7789;;;;;;;;Keine Referenz gefunden
Classic 1997;Punta Quilla, Argentina;Ref;-50.1167;-68.4167;;;;;;;;Keine Referenz gefunden
Classic 1997;Punta Rosales (Punta Ala), Argentina;Ref;-38.9137;-62.0738;;;;;;;;Keine Referenz gefunden
Classic 1997;Punta San Román, Argentina;Ref;-42.245;-64.2305;;;;;;;;Keine Referenz gefunden
Classic 1997;Pusur River, Bangladesh;Ref;21.7167;89.55;;;;;;;;Keine Referenz gefunden
Classic 1997;Qingdao, China;Ref;36.0835;120.3141;;;;;;;;Keine Referenz gefunden
Classic 1997;Quelimane, Moçambique;Ref;-17.8843;36.8875;;;;;;;;Keine Referenz gefunden
Classic 1997;Quequén, Argentina;Ref;-38.5833;-58.7;;;;;;;;Keine Referenz gefunden
Classic 1997;Ra's al Khafji, Saudi Arabia;Ref;28.4187;48.5293;;;;;;;;Keine Referenz gefunden
Classic 1997;Ra's al Mish`ab, Saudi Arabia;Ref;28.1167;48.6333;;;;;;;;Keine Referenz gefunden
Classic 1997;Ra's al Qulay`ah, Saudi Arabia;Ref;26.8667;49.9;;;;;;;;Keine Referenz gefunden
Classic 1997;Ra's Gharib, Egypt;Ref;28.3486;33.1115;;;;;;;;Keine Referenz gefunden
Classic 1997;Rabat, Morocco;Ref;34.0357;-6.8362;;;;;;;;Keine Referenz gefunden
Classic 1997;Raivavae, Austral Islands, French Polynesia;Ref;-23.8667;-147.6833;;;;;;;;Keine Referenz gefunden
Classic 1997;Ream, Cambodia;Ref;10.5487;103.5961;;;;;;;;Keine Referenz gefunden
Classic 1997;Rijeka, Croatia;Ref;45.3333;14.4167;;;;;;;;Keine Referenz gefunden
Classic 1997;Río Gallegos, Argentina;Ref;-51.6119;-69.2177;;;;;;;;Keine Referenz gefunden
Classic 1997;River Tees (Teesmouth), England, United Kingdom;Ref;54.6333;-1.1667;;;;;;;;Keine Referenz gefunden
Classic 1997;River Tyne Entrance, England, United Kingdom;Ref;55.0144;-1.4029;UTide UK;North Shields, England, United Kingdom;Proximity (2.5km);2.5;1.5;0.489;8;OK
Classic 1997;Rosyth, Scotland, United Kingdom;Ref;56.0188;-3.4447;;;;;;;;Keine Referenz gefunden
Classic 1997;Rota, España;Ref;36.6167;-6.35;;;;;;;;Keine Referenz gefunden
Classic 1997;Sagar Island, India;Ref;21.65;88.05;;;;;;;;Keine Referenz gefunden
Classic 1997;Saint George's Harbour, Grenada;Ref;12.05;-61.75;;;;;;;;Keine Referenz gefunden
Classic 1997;Saint John's Harbour, Newfoundland, Canada;Ref;47.55;-52.7;UTide CA;St. Johns, Nova Scotia, Canada;Proximity (1.9km);1.9;-8.3;0.074;7;OK
Classic 1997;Saint-Louis, Senegal;Ref;16.0263;-16.51;;;;;;;;Keine Referenz gefunden
Classic 1997;Salinópolis, Brazil;Ref;-0.6167;-47.35;;;;;;;;Keine Referenz gefunden
Classic 1997;Samch'onp'o, South Korea;Ref;34.9333;128.0667;;;;;;;;Keine Referenz gefunden
Classic 1997;Samut Sakhon (Tha Chin), Thailand;Ref;13.5333;100.2833;;;;;;;;Keine Referenz gefunden
Classic 1997;San Fernando, Argentina;Ref;-34.4333;-58.5333;;;;;;;;Keine Referenz gefunden
Classic 1997;San Fernando, Philippines;Ref;16.6167;120.3;;;;;;;;Keine Referenz gefunden
Classic 1997;San Miguel de Cozumel, México;Ref;20.5124;-86.9516;;;;;;;;Keine Referenz gefunden
Classic 1997;Sandheads (Station Harry), British Columbia, Canada;Ref;49.1333;-123.2833;;;;;;;;Keine Referenz gefunden
Classic 1997;Santa Cruz, Philippines;Ref;15.7603;119.9071;;;;;;;;Keine Referenz gefunden
Classic 1997;Santana, Brazil;Ref;-0.0587;-51.1748;;;;;;;;Keine Referenz gefunden
Classic 1997;Santo Antonio, Principe, São Tomé and Príncipe;Ref;1.6333;7.4167;;;;;;;;Keine Referenz gefunden
Classic 1997;Santo Domingo (Ciudad Trujillo), Dominican Republic;Ref;18.4667;-69.8833;;;;;;;;Keine Referenz gefunden
Classic 1997;São Francisco do Sul, Brazil;Ref;-26.2333;-48.6333;;;;;;;;Keine Referenz gefunden
Classic 1997;São Luís, Brazil;Ref;-2.5167;-44.2833;;;;;;;;Keine Referenz gefunden
Classic 1997;São Sebastião, Brazil;Ref;-23.8;-45.3833;;;;;;;;Keine Referenz gefunden
Classic 1997;Sattahip, Thailand;Ref;12.65;100.8833;;;;;;;;Keine Referenz gefunden
Classic 1997;Scotia Bay, Laurie Island, South Orkneys, Antarctica;Ref;-60.7452;-44.6941;;;;;;;;Keine Referenz gefunden
Classic 1997;Scrabster, Scotland, United Kingdom;Ref;58.6113;-3.54;;;;;;;;Keine Referenz gefunden
Classic 1997;Sesimbra, Portugal;Ref;38.4333;-9.1167;;;;;;;;Keine Referenz gefunden
Classic 1997;Sfax, Tunisia;Ref;34.7276;10.7742;;;;;;;;Keine Referenz gefunden
Classic 1997;Shaat al Arab, Iraq;Ref;29.8333;48.7167;;;;;;;;Keine Referenz gefunden
Classic 1997;Shadwan, Egypt;Ref;27.45;34.0333;;;;;;;;Keine Referenz gefunden
Classic 1997;Shanghai, China;Ref;31.4;121.5;;;;;;;;Keine Referenz gefunden
Classic 1997;Shantou (Han River), China;Ref;23.3333;116.75;;;;;;;;Keine Referenz gefunden
Classic 1997;Sharjah (Ash Shariqah), United Arab Emirates;Ref;25.3667;55.3833;;;;;;;;Keine Referenz gefunden
Classic 1997;Shoreham-by-Sea, England, United Kingdom;Ref;50.8298;-0.2486;;;;;;;;Keine Referenz gefunden
Classic 1997;Shortt Island, India;Ref;20.7833;87.0667;;;;;;;;Keine Referenz gefunden
Classic 1997;Sihanoukville (Kampong Saom), Cambodia;Ref;10.6333;103.4833;;;;;;;;Keine Referenz gefunden
Classic 1997;Sogwip'o, Cheju Do, South Korea;Ref;33.2333;126.55;;;;;;;;Keine Referenz gefunden
Classic 1997;Songkhla, Thailand;Ref;7.2322;100.5821;;;;;;;;Keine Referenz gefunden
Classic 1997;Sonok Do, South Korea;Ref;34.5;127.15;;;;;;;;Keine Referenz gefunden
Classic 1997;Sovetskaya Gavan, Russia;Ref;49.0052;140.3062;;;;;;;;Keine Referenz gefunden
Classic 1997;Soyo, Angola;Ref;-6.1203;12.3643;;;;;;;;Keine Referenz gefunden
Classic 1997;Split, Croatia;Ref;43.5;16.4333;;;;;;;;Keine Referenz gefunden
Classic 1997;St. Johns, Antigua, Antigua and Barbuda;Ref;17.1333;-61.8667;;;;;;;;Keine Referenz gefunden
Classic 1997;Steventon, Great Exuma Island, Bahamas;Ref;23.6667;-75.9667;;;;;;;;Keine Referenz gefunden
Classic 1997;Suez, Egypt;Ref;29.9356;32.5581;;;;;;;;Keine Referenz gefunden
Classic 1997;Sullom Voe, Shetland Islands, Scotland, United Kingdom;Ref;60.4597;-1.2998;;;;;;;;Keine Referenz gefunden
Classic 1997;Sungai Barito, Borneo, Indonesia;Ref;-3.5302;114.5067;;;;;;;;Keine Referenz gefunden
Classic 1997;Sungai Kutei, Borneo, Indonesia;Ref;-0.7;117.5;;;;;;;;Keine Referenz gefunden
Classic 1997;Sungai Muturi, New Guinea, Indonesia;Ref;-2.2333;133.65;;;;;;;;Keine Referenz gefunden
Classic 1997;Sungai Sarawak, Malaysia;Ref;1.75;110.5;;;;;;;;Keine Referenz gefunden
Classic 1997;Sunwi Do, North Korea;Ref;37.75;125.3227;;;;;;;;Keine Referenz gefunden
Classic 1997;Swansea (King's Dock), Wales, United Kingdom;Ref;51.6167;-3.9167;;;;;;;;Keine Referenz gefunden
Classic 1997;Tacloban, Philippines;Ref;11.25;125.0;;;;;;;;Keine Referenz gefunden
Classic 1997;Taehuksan Do, South Korea;Ref;34.6833;125.4333;;;;;;;;Keine Referenz gefunden
Classic 1997;Taeyonp'yong Do, North Korea;Ref;37.6667;125.7167;;;;;;;;Keine Referenz gefunden
Classic 1997;Tailevu, Fiji Islands, Fiji;Ref;-17.65;178.5833;;;;;;;;Keine Referenz gefunden
Classic 1997;Talcahuano, Chile;Ref;-36.6833;-73.1;;;;;;;;Keine Referenz gefunden
Classic 1997;Tamatave, Madagascar;Ref;-18.148;49.4315;;;;;;;;Keine Referenz gefunden
Classic 1997;Tanger, Morocco;Ref;35.7833;-5.8;;;;;;;;Keine Referenz gefunden
Classic 1997;Tangoa, Vanuatu;Ref;-15.5877;166.99;;;;;;;;Keine Referenz gefunden
Classic 1997;Tanjong Baram, Malaysia;Ref;4.5833;113.9833;;;;;;;;Keine Referenz gefunden
Classic 1997;Tanjong Sedili Kechil, Malaysia;Ref;1.85;104.15;;;;;;;;Keine Referenz gefunden
Classic 1997;Tarbert Island, River Shannon, Ireland;Ref;52.5871;-9.3595;;;;;;;;Keine Referenz gefunden
Classic 1997;Tianjin Xingang, China;Ref;38.9833;117.7;;;;;;;;Keine Referenz gefunden
Classic 1997;Tongyong (Ch'ungmu), South Korea;Ref;34.8333;128.4167;;;;;;;;Keine Referenz gefunden
Classic 1997;Trincomalee, Sri Lanka;Ref;8.55;81.2167;;;;;;;;Keine Referenz gefunden
Classic 1997;Trindade Island, Brazil;Ref;-20.5;-29.3;;;;;;;;Keine Referenz gefunden
Classic 1997;Tubarão, Brazil;Ref;-20.301;-40.2405;;;;;;;;Keine Referenz gefunden
Classic 1997;Tuktoyaktuk, Nunavut/NWT, Canada;Ref;69.45;-133.0;TICON4;Tuktoyaktuk, N.W.T., Canada;Proximity (1.2km);1.2;217.3;0.297;3;OK
Classic 1997;Tulear, Madagascar;Ref;-23.3613;43.6631;;;;;;;;Keine Referenz gefunden
Classic 1997;Tutia, Baia da, Brazil;Ref;-2.75;-42.2333;;;;;;;;Keine Referenz gefunden
Classic 1997;Ujung Pandang, Sulawesi, Indonesia;Ref;-5.15;119.4;;;;;;;;Keine Referenz gefunden
Classic 1997;Ulneung Do, South Korea;Ref;37.5;130.9167;;;;;;;;Keine Referenz gefunden
Classic 1997;Ulsan, South Korea;Ref;35.5018;129.3873;;;;;;;;Keine Referenz gefunden
Classic 1997;Umm al Hatab, United Arab Emirates;Ref;24.2167;51.8667;;;;;;;;Keine Referenz gefunden
Classic 1997;Usuyong, South Korea;Ref;34.5833;126.2833;;;;;;;;Keine Referenz gefunden
Classic 1997;Veraval, India;Ref;20.9;70.3667;;;;;;;;Keine Referenz gefunden
Classic 1997;Vila do Porto, Santa Maria, Açores, Portugal;Ref;36.95;-25.15;;;;;;;;Keine Referenz gefunden
Classic 1997;Vila Real de Santo Antonio, Portugal;Ref;37.1833;-7.4;;;;;;;;Keine Referenz gefunden
Classic 1997;Villa Balnearia 7 de Marzo (Rio Negro), Argentina;Ref;-41.0306;-62.7676;;;;;;;;Keine Referenz gefunden
Classic 1997;Vitória, Brazil;Ref;-20.3167;-40.3167;;;;;;;;Keine Referenz gefunden
Classic 1997;Walton-on-the-Naze, England, United Kingdom;Ref;51.8456;1.2741;;;;;;;;Keine Referenz gefunden
Classic 1997;Wando Island, South Korea;Ref;34.3167;126.75;;;;;;;;Keine Referenz gefunden
Classic 1997;Wangjia Wan, China;Ref;36.8647;122.3916;;;;;;;;Keine Referenz gefunden
Classic 1997;Wasini Island, Kenya;Ref;-4.6581;39.3663;;;;;;;;Keine Referenz gefunden
Classic 1997;Weihai, China;Ref;37.5;122.1667;;;;;;;;Keine Referenz gefunden
Classic 1997;Wellhouse Rock, River Severn, England, United Kingdom;Ref;51.7346;-2.48;;;;;;;;Keine Referenz gefunden
Classic 1997;Willemstad, Curacao;Ref;12.1;-68.9333;;;;;;;;Keine Referenz gefunden
Classic 1997;Wonsan, North Korea;Ref;39.1749;127.442;;;;;;;;Keine Referenz gefunden
Classic 1997;Wonsando (Taech'on), South Korea;Ref;36.3833;126.4333;;;;;;;;Keine Referenz gefunden
Classic 1997;Yangon (Rangoon) River, Myanmar;Ref;16.4833;96.3;;;;;;;;Keine Referenz gefunden
Classic 1997;Yawata, Japan;Ref;33.9167;130.8167;;;;;;;;Keine Referenz gefunden
Classic 1997;Yekaterininskaya, Russia;Ref;69.2;33.4667;;;;;;;;Keine Referenz gefunden
Classic 1997;Yeong-do, Busan, South Korea;Ref;35.0954;129.0365;;;;;;;;Keine Referenz gefunden
Classic 1997;Yeosu, South Korea;Ref;34.7333;127.7667;;;;;;;;Keine Referenz gefunden
Classic 1997;Yingkou, China;Ref;40.6833;122.2667;;;;;;;;Keine Referenz gefunden
Classic 1997;Yokohama, Japan;Ref;35.4;139.6333;;;;;;;;Keine Referenz gefunden
Classic 1997;Zadar, Croatia;Ref;44.0833;15.2667;;;;;;;;Keine Referenz gefunden
Classic 1997;Zafarana, Egypt;Ref;29.05;32.628;;;;;;;;Keine Referenz gefunden
Classic 1997;Zaliv Baykal, Russia;Ref;53.5333;142.2333;;;;;;;;Keine Referenz gefunden
Classic 1997;Zaliv Chikhacheva, Russia;Ref;51.4333;140.8667;;;;;;;;Keine Referenz gefunden
Classic 1997;Zhanjiang, China;Ref;21.1667;110.4077;;;;;;;;Keine Referenz gefunden
Classic 2004;Aba, Nagasaki, Japan;Ref;32.75;129.95;;;;;;;;Keine Referenz gefunden
Classic 2004;Abbapoola Creek entrance, Stono River, South Carolina;Ref;32.6767;-80.0067;DWF 2025;Abbapoola Creek entrance, Stono River, South Carolina;Name;;4.0;0.017;6;OK
Classic 2004;Abbot Point, Australia;Ref;-19.8833;148.0833;;;;;;;;Keine Referenz gefunden
Classic 2004;Abott Harbour, Nova Scotia, Canada;Ref;43.6637;-65.8238;;;;;;;;Keine Referenz gefunden
Classic 2004;Abrahams Bay, Mayaguana Island, Bahamas;Ref;22.3667;-73.0;;;;;;;;Keine Referenz gefunden
Classic 2004;Abram River, Nova Scotia, Canada;Ref;43.8231;-65.9351;;;;;;;;Keine Referenz gefunden
Classic 2004;Acadia Cove, Nunavut, Canada;Ref;61.3431;-64.8982;;;;;;;;Keine Referenz gefunden
Classic 2004;Active Pass, British Columbia, Canada Current;Ref;48.8604;-123.3128;;;;;;;;Current-Station (übersprungen)
Classic 2004;Ada, Okinawa, Japan;Ref;26.7333;128.317;;;;;;;;Keine Referenz gefunden
Classic 2004;Addenbroke Island, British Columbia (2), Canada;Ref;51.605;-127.826;;;;;;;;Keine Referenz gefunden
Classic 2004;Addenbroke Island, British Columbia, Canada;Ref;51.605;-127.826;;;;;;;;Keine Referenz gefunden
Classic 2004;Adele Island, Australia;Ref;-15.5167;123.15;;;;;;;;Keine Referenz gefunden
Classic 2004;Admiralty Inlet, Washington Current;Ref;48.03;-122.6367;;;;;;;;Current-Station (übersprungen)
Classic 2004;Admiralty Island, Nunavut, Canada;Ref;69.45;-100.9833;;;;;;;;Keine Referenz gefunden
Classic 2004;Adolphus Island, Australia;Ref;-15.1167;128.1833;;;;;;;;Keine Referenz gefunden
Classic 2004;Advocate, Nova Scotia, Canada;Ref;45.332;-64.7754;;;;;;;;Keine Referenz gefunden
Classic 2004;Aigura Point, Papua New Guinea;Ref;-10.1333;150.25;;;;;;;;Keine Referenz gefunden
Classic 2004;Ainoura, Nagasaki, Japan;Ref;33.1833;129.633;;;;;;;;Keine Referenz gefunden
Classic 2004;Aioi, Hyogo, Japan;Ref;34.8;134.467;;;;;;;;Keine Referenz gefunden
Classic 2004;Airstrip Point, Nunavut, Canada;Ref;76.0702;-97.59;;;;;;;;Keine Referenz gefunden
Classic 2004;Akasaki, Tottori, Japan;Ref;35.5167;133.667;;;;;;;;Keine Referenz gefunden
Classic 2004;Akasi, Hyogo, Japan;Ref;34.65;135.0;;;;;;;;Keine Referenz gefunden
Classic 2004;Akkesi Ko, Hokkaido, Japan;Ref;43.0333;144.867;;;;;;;;Keine Referenz gefunden
Classic 2004;Akkesi, Hokkaido, Japan;Ref;43.0333;144.85;;;;;;;;Keine Referenz gefunden
Classic 2004;Ako (Harima Nada), Hyogo, Japan;Ref;34.75;134.367;;;;;;;;Keine Referenz gefunden
Classic 2004;Akreavenek Island, Nunavut, Canada;Ref;63.4173;-90.6665;;;;;;;;Keine Referenz gefunden
Classic 2004;Akulivik, Hudson Bay, Québec, Canada;Ref;60.8015;-78.2191;;;;;;;;Keine Referenz gefunden
Classic 2004;Akureyri, Iceland;Ref;65.6833;-18.1167;;;;;;;;Keine Referenz gefunden
Classic 2004;Akutan Pass, Aleutian Islands, Alaska Current;Ref;54.0217;-166.0517;;;;;;;;Current-Station (übersprungen)
Classic 2004;Albany Island, Endeavour Strait;Ref;-10.7167;142.5833;;;;;;;;Keine Referenz gefunden
Classic 2004;Alberta Pool Elev., British Columbia, Canada;Ref;49.2947;-123.0245;;;;;;;;Keine Referenz gefunden
Classic 2004;Alberton, Prince Edward Island, Canada;Ref;46.7951;-64.0583;;;;;;;;Keine Referenz gefunden
Classic 2004;Alcatraz (North Point), San Francisco Bay, California Current;Ref;37.8267;-122.4167;;;;;;;;Current-Station (übersprungen)
Classic 2004;Alice Arm, British Columbia (2), Canada;Ref;55.47;-129.496;;;;;;;;Keine Referenz gefunden
Classic 2004;Alison Sound, British Columbia, Canada;Ref;51.161;-126.982;;;;;;;;Keine Referenz gefunden
Classic 2004;Alligator Reef Light, Florida;Ref;24.85;-80.6183;DWF 2025;Alligator Reef, Hawk Channel, Florida;Proximity (0.0km);;8.0;0.011;5;OK
Classic 2004;Amagasaki, Hyogo, Japan;Ref;34.7;135.4;;;;;;;;Keine Referenz gefunden
Classic 2004;Amelia City, South Amelia River, Florida (2);Ref;30.5867;-81.4633;DWF 2025;Amelia City, South Amelia River, Florida;Name;;-15.5;0.245;6;OK
Classic 2004;American River, Australia;Ref;-35.8;137.7667;;;;;;;;Keine Referenz gefunden
Classic 2004;Anacortes, Guemes Channel, Washington;Ref;48.5167;-122.6167;DWF 2025;Anacortes, Guemes Channel, Washington;Name;0.3;1.0;0.044;7;OK
Classic 2004;Anaga Ura, Hyogo, Japan;Ref;34.2667;134.667;;;;;;;;Keine Referenz gefunden
Classic 2004;Anamizu, Ishikawa, Japan;Ref;37.2167;136.917;;;;;;;;Keine Referenz gefunden
Classic 2004;Anchorage (Knik Arm), Alaska;Ref;61.2383;-149.9167;DWF 2025;Anchorage Shipdock, northwest of (depth 20 ft), Cook Inlet, Alaska Current;Proximity (0.9km);0.9;;;;Keine Vorhersagen
Classic 2004;Anchorage, Alaska (2) (expired 1999-08-03);Ref;61.2383;-149.8883;DWF 2025;Anchorage, Knik Arm, Cook Inlet, Alaska;Proximity (0.1km);0.1;5.2;0.113;6;OK
Classic 2004;Anesaki, Tiba, Japan;Ref;35.4833;140.033;;;;;;;;Keine Referenz gefunden
Classic 2004;Anewa Bay, Solomon Islands;Ref;-6.1833;155.55;;;;;;;;Keine Referenz gefunden
Classic 2004;Antigonish Harbour, Nova Scotia, Canada;Ref;45.672;-61.907;;;;;;;;Keine Referenz gefunden
Classic 2004;Ao Sima, Ehime, Japan;Ref;33.7333;132.483;;;;;;;;Keine Referenz gefunden
Classic 2004;Ao, Toyama, Japan;Ref;36.8833;136.983;;;;;;;;Keine Referenz gefunden
Classic 2004;Aokata, Nagasaki, Japan;Ref;33.0;129.05;;;;;;;;Keine Referenz gefunden
Classic 2004;Aonae, Hokkaido, Japan;Ref;42.0667;139.45;;;;;;;;Keine Referenz gefunden
Classic 2004;Apollo Bay, Australia;Ref;-38.7575;143.6744;;;;;;;;Keine Referenz gefunden
Classic 2004;Aquia Creek, Virginia;Ref;38.4183;-77.3533;DWF 2025;Aquia Creek, Potomac River, Virginia;Proximity (0.0km);;-28.7;0.022;7;OK
Classic 2004;Arakawa (Tamanoura), Nagasaki, Japan;Ref;32.6667;128.683;;;;;;;;Keine Referenz gefunden
Classic 2004;Arakawa, Nagasaki, Japan;Ref;32.9167;129.05;;;;;;;;Keine Referenz gefunden
Classic 2004;Aransas Channel, Texas;Ref;27.8383;-97.0517;DWF 2025;UTMSI Research Pier (midchannel) (depth 20 ft), Port Aransas, Texas Current;Proximity (0.0km);0.0;;;;Keine Vorhersagen
Classic 2004;Aransas Pass, Texas Current;Ref;27.8333;-97.045;;;;;;;;Current-Station (übersprungen)
Classic 2004;Archer River, Australia;Ref;-13.3333;141.65;;;;;;;;Keine Referenz gefunden
Classic 2004;Arctic Bay, Nunavut, Canada;Ref;72.9927;-85.0619;;;;;;;;Keine Referenz gefunden
Classic 2004;Ardrossan, Australia;Ref;-34.4333;137.9167;;;;;;;;Keine Referenz gefunden
